F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-int[],F3-Integer,F3-Long,F3-PrintStream,F3-ResultSet,F3-InputStream,F3-TransactionController,F3-null,F3-byte[],F3-boolean,F3-Object[],F3-char,F3-String,F3-long,F3-int,F3-PrintWriter,F3-SQLException,F3-QualifiedIdentifier,F3-Connection,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-mamta@apache.org,F71-djd@apache.org,F71-lilywei@apache.org,F71-davidvc@apache.org,F71-kmarsden@apache.org,F71-rhillegas@apache.org,F71-bakksjo@apache.org,F71-mikem@apache.org,F71-myrnavl@apache.org,F71-kristwaa@apache.org,F71-dag@apache.org,F71-kahatlen@apache.org,F71-bandaram@apache.org,F71-oysteing@apache.org,F71-abrown@apache.org,F71-suresht@apache.org,F71-bernt@apache.org,F71-fuzzylogic@apache.org,F71-bpendleton@apache.org,F71-coar@apache.org,category
5768,2355,23,153,0.9932773109243698,0.7631578947368421,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0163934426229508,0.1281008221198313,-0.9672131147540984,0.1281008221198313,-1.0,7379,194,16,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,open
5768,2355,23,153,0.5243697478991597,0.7631578947368421,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0163934426229508,0.1281008221198313,-0.9672131147540984,0.1281008221198313,-1.0,7379,194,16,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,open
8134,3245,14,153,0.2274590163934426,0.2325581395348837,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,BAD_PRACTICE,DE_MIGHT_IGNORE,2,-1.0,0.0476190476190476,0.0043920691036579,-0.9047619047619048,0.0043920691036579,-0.3333333333333333,7379,194,88,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,open
8134,3245,14,153,0.5307377049180327,0.2325581395348837,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,BAD_PRACTICE,DE_MIGHT_IGNORE,2,-1.0,0.0476190476190476,0.0043920691036579,-0.9047619047619048,0.0043920691036579,-0.3333333333333333,7379,194,88,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,open
8134,3245,14,153,0.7991803278688525,0.2325581395348837,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,PERFORMANCE,DM_NUMBER_CTOR,2,1.0,0.3155339805825243,0.1409213429552811,-0.3689320388349514,0.1409213429552811,-0.3333333333333333,5101,194,88,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,close
1767,608,5,153,0.5113386978785662,0.0659340659340659,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,3,0.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,7379,194,105,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,open
8134,3245,7,153,0.4071661237785016,0.5697674418604651,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,UCF_USELESS_CONTROL_FLOW,3,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,7379,194,69,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,open
8134,3245,7,153,0.3811074918566775,0.5697674418604651,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,0.0,0.0178571428571428,0.1281008221198313,-0.9285714285714286,0.1281008221198313,-1.0,7379,194,69,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,open
8134,3245,7,153,0.3713355048859935,0.5697674418604651,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,0.0,0.0178571428571428,0.1281008221198313,-0.9285714285714286,0.1281008221198313,-1.0,7379,194,69,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,open
8134,3245,3,153,0.9112903225806452,0.3857142857142857,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.0273972602739726,0.1281008221198313,-0.9452054794520548,0.1281008221198313,-1.0,7379,194,14,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,open
5497,2302,11,153,0.2749490835030549,1.3617021276595744,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0434782608695652,0.1281008221198313,-0.9130434782608696,0.1281008221198313,-1.0,4741,194,45,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,open
5497,2302,11,153,0.9826883910386964,1.3617021276595744,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0163934426229508,0.1281008221198313,-0.9672131147540984,0.1281008221198313,-1.0,4741,194,45,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,open
5497,2302,11,153,0.945010183299389,1.3617021276595744,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0163934426229508,0.1281008221198313,-0.9672131147540984,0.1281008221198313,-1.0,4741,194,45,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,open
4314,2033,23,153,0.443649373881932,0.5411392405063291,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,7378,194,79,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,open
4314,2033,23,153,0.7853309481216458,0.5411392405063291,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,173,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0163934426229508,0.1281008221198313,-0.9672131147540984,0.1281008221198313,-1.0,7379,194,79,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,open
4314,2033,23,153,0.4347048300536673,0.5411392405063291,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0163934426229508,0.1281008221198313,-0.9672131147540984,0.1281008221198313,-1.0,7379,194,79,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,open
4314,2033,23,153,0.5098389982110912,0.5411392405063291,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0163934426229508,0.1281008221198313,-0.9672131147540984,0.1281008221198313,-1.0,7379,194,79,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,open
2392,975,37,153,0.832258064516129,0.8266666666666667,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0412371134020618,0.1281008221198313,-0.9175257731958762,0.1281008221198313,-1.0,2635,194,91,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,open
8134,3245,7,153,0.6397694524495677,0.4454976303317535,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,7378,194,39,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,open
8134,3245,7,153,0.7146974063400576,0.4454976303317535,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,7378,194,39,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,open
1767,608,5,153,0.6920263350402341,0.0659340659340659,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,SF_SWITCH_FALLTHROUGH,2,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,7379,194,105,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,open
1767,608,5,153,0.6431053401609363,0.0659340659340659,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,7378,194,105,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,open
8134,3245,7,153,0.9113300492610836,0.3229571984435798,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,173,STYLE,DLS_DEAD_LOCAL_STORE,1,-1.0,0.0273972602739726,0.1281008221198313,-0.9452054794520548,0.1281008221198313,-1.0,7379,194,17,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,open
8134,3245,7,153,0.5073891625615764,0.3229571984435798,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.0273972602739726,0.1281008221198313,-0.9452054794520548,0.1281008221198313,-1.0,7379,194,17,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,open
8134,3245,7,153,0.583743842364532,0.3229571984435798,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,CORRECTNESS,UWF_UNWRITTEN_FIELD,2,0.0,0.0,0.02980817547403,-1.0,0.02980817547403,-1.0,7379,194,17,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,open
3487,1761,3,153,0.3220338983050847,0.5826771653543307,0.0769230769230769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.0273972602739726,0.1281008221198313,-0.9452054794520548,0.1281008221198313,-1.0,3673,194,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
3487,1761,3,153,0.2033898305084746,0.5826771653543307,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,PERFORMANCE,SS_SHOULD_BE_STATIC,2,0.0,0.0,0.1409213429552811,-1.0,0.1409213429552811,-1.0,3673,194,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
3487,1761,3,153,0.5635593220338984,0.5826771653543307,0.5384615384615384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,UCF_USELESS_CONTROL_FLOW,3,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,3673,194,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
8134,3245,15,153,0.2158385093167701,0.2312775330396475,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,PERFORMANCE,URF_UNREAD_FIELD,2,0.0,0.0754716981132075,0.1409213429552811,-0.8490566037735849,0.1409213429552811,-1.0,7379,194,16,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,open
8134,3245,11,153,0.1762208067940552,0.8407079646017699,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,0.0,0.0178571428571428,0.1281008221198313,-0.9285714285714286,0.1281008221198313,-1.0,7379,194,12,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,open
7198,2692,28,153,0.144578313253012,0.5728715728715729,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0412371134020618,0.1281008221198313,-0.9175257731958762,0.1281008221198313,-1.0,7379,194,82,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,open
7198,2692,28,153,0.648995983935743,0.5728715728715729,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.0273972602739726,0.1281008221198313,-0.9452054794520548,0.1281008221198313,-1.0,7379,194,82,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,open
7198,2692,28,153,0.9590361445783132,0.5728715728715729,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.0273972602739726,0.1281008221198313,-0.9452054794520548,0.1281008221198313,-1.0,7379,194,82,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,open
7198,2692,28,153,0.8293172690763052,0.5728715728715729,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,CORRECTNESS,RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE,2,-1.0,0.0476190476190476,0.02980817547403,-0.8571428571428571,0.02980817547403,-1.0,7379,194,82,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,open
7198,2692,28,153,0.2927710843373494,0.5728715728715729,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,UC_USELESS_CONDITION,1,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,7379,194,82,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,open
7482,2802,8,153,0.9276859504132232,0.4414715719063545,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,173,CORRECTNESS,NP_UNWRITTEN_FIELD,2,-1.0,0.0,0.02980817547403,-1.0,0.02980817547403,-1.0,7379,194,18,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,open
7482,2802,8,153,0.9276859504132232,0.4414715719063545,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,CORRECTNESS,UWF_UNWRITTEN_FIELD,2,0.0,0.0,0.02980817547403,-1.0,0.02980817547403,-1.0,7379,194,18,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,open
7482,2802,8,153,0.8822314049586777,0.4414715719063545,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,CORRECTNESS,UWF_UNWRITTEN_FIELD,2,0.0,0.0,0.02980817547403,-1.0,0.02980817547403,-1.0,7379,194,18,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,open
1192,220,18,153,0.4285714285714285,0.367816091954023,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,173,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.0363636363636363,0.1281008221198313,-0.9272727272727272,0.1281008221198313,-1.0,7254,194,8,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,open
1192,220,18,153,0.5172413793103449,0.367816091954023,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,173,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,-1.0,0.0862068965517241,0.1409213429552811,-0.8275862068965517,0.1409213429552811,-1.0,7254,194,8,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,open
1192,220,18,153,0.2118226600985221,0.367816091954023,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,PERFORMANCE,URF_UNREAD_FIELD,3,0.0,0.0754716981132075,0.1409213429552811,-0.8490566037735849,0.1409213429552811,-1.0,7254,194,8,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,open
3465,1738,3,153,0.6153846153846154,0.3917525773195876,0.1555555555555555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.0273972602739726,0.1281008221198313,-0.9452054794520548,0.1281008221198313,-1.0,1902,194,124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
3465,1738,3,153,0.6272189349112426,0.3917525773195876,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.0273972602739726,0.1281008221198313,-0.9452054794520548,0.1281008221198313,-1.0,3673,194,124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
4641,2144,14,153,0.4166666666666667,0.7810457516339869,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,PERFORMANCE,URF_UNREAD_FIELD,2,0.0,0.0754716981132075,0.1409213429552811,-0.8490566037735849,0.1409213429552811,-1.0,7379,194,14,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,open
2999,1381,21,153,0.1363996827914353,0.3843283582089552,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,CORRECTNESS,RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE,2,-1.0,0.0476190476190476,0.02980817547403,-0.8571428571428571,0.02980817547403,-1.0,7379,194,29,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,open
2999,1381,21,153,0.9056304520222046,0.3843283582089552,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,2,-1.0,0.0454545454545454,0.1409213429552811,-0.8863636363636364,0.1409213429552811,-1.0,7379,194,29,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,open
2999,1381,21,153,0.4464710547184774,0.3843283582089552,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,UCF_USELESS_CONTROL_FLOW,3,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,7379,194,29,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,open
2999,1381,21,153,0.2061855670103092,0.3843283582089552,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,UCF_USELESS_CONTROL_FLOW,3,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,7379,194,29,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,open
8134,3245,14,153,0.4895666131621188,0.3557213930348258,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.1320754716981132,0.1281008221198313,-0.7358490566037735,0.1281008221198313,-1.0,4558,194,76,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,open
8134,3245,14,153,0.913322632423756,0.3557213930348258,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,CORRECTNESS,UWF_NULL_FIELD,2,0.0,0.0,0.02980817547403,-1.0,0.02980817547403,-1.0,7379,194,76,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,open
8134,3245,66,153,0.8565121412803532,0.5666235446313066,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,7378,194,27,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,open
8134,3245,66,153,0.188373804267844,0.5666235446313066,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,7378,194,27,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,open
8134,3245,66,153,0.1707137601177336,0.5666235446313066,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,7378,194,27,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,open
8134,3245,66,153,0.0905077262693156,0.5666235446313066,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,PERFORMANCE,URF_UNREAD_FIELD,2,0.0,0.0754716981132075,0.1409213429552811,-0.8490566037735849,0.1409213429552811,-1.0,7379,194,27,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,open
8134,3245,5,153,0.5299145299145299,0.5223880597014925,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,7378,194,23,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,open
8134,3245,5,153,0.4149659863945578,0.2242990654205607,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,CORRECTNESS,UWF_UNWRITTEN_FIELD,2,0.0,0.0,0.02980817547403,-1.0,0.02980817547403,-1.0,7379,194,31,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,open
4600,2126,9,153,0.9503311258278144,0.3404255319148936,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,7378,194,17,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,open
4600,2126,9,153,0.1754966887417218,0.3404255319148936,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,PERFORMANCE,URF_UNREAD_FIELD,2,0.0,0.0754716981132075,0.1409213429552811,-0.8490566037735849,0.1409213429552811,-1.0,7378,194,17,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,open
8134,3245,2,153,0.6753246753246753,0.3333333333333333,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,PERFORMANCE,URF_UNREAD_FIELD,2,0.0,0.0754716981132075,0.1409213429552811,-0.8490566037735849,0.1409213429552811,-1.0,7379,194,13,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,open
3961,1944,2,153,0.6966292134831461,0.6458333333333334,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,PERFORMANCE,URF_UNREAD_FIELD,2,0.0,0.0754716981132075,0.1409213429552811,-0.8490566037735849,0.1409213429552811,1.0,3205,194,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,close
1285,303,12,153,0.5638766519823789,0.4958677685950413,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,173,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0412371134020618,0.1281008221198313,-0.9175257731958762,0.1281008221198313,-1.0,529,194,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
6210,2488,29,153,0.4068801897983393,0.2647584973166368,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,7378,194,225,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,open
8134,3245,16,153,0.7736625514403292,0.4420289855072464,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,2,-1.0,0.0454545454545454,0.1409213429552811,-0.8863636363636364,0.1409213429552811,-1.0,7379,194,11,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,open
8134,3245,15,38,0.4981203007518797,0.3620689655172414,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54,PERFORMANCE,DM_FP_NUMBER_CTOR,3,-1.0,0.1923076923076923,0.1409213429552811,-0.6153846153846154,0.1409213429552811,-0.7142857142857143,1069,36,17,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,open
8134,3245,15,38,0.8270676691729323,0.3620689655172414,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54,PERFORMANCE,DM_FP_NUMBER_CTOR,3,-1.0,0.1923076923076923,0.1409213429552811,-0.6153846153846154,0.1409213429552811,-0.7142857142857143,2408,36,17,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,open
