F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-HttpRequestBase,F3-Set<String>,F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TestElementProperty,F3-PrintStream,F3-GenericController,F3-HashTree,F3-byte[],F3-boolean,F3-Object,F3-MenuIcon,F3-String,F3-long,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-String[],F3-Arguments,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-fschumacher@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-fschumacher@unknown,F71-milamber@apache.org,F71-thads@apache.org,F71-rjung@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F71-undera@apache.org,F71-pmouawad@unknown,category
8720,2791,11,49,0.6312684365781711,0.4154589371980676,0.0727272727272727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-0.3333333333333333,5810,84,115,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
8720,2791,11,49,0.4129793510324483,0.4154589371980676,0.0526315789473684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,0.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-0.3333333333333333,10573,84,115,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
8458,2693,5,49,0.7228915662650602,0.7631578947368421,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,5803,84,50,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
8455,2690,5,49,0.7415730337078652,0.9210526315789472,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,5800,84,18,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
4521,926,5,49,0.7011494252873564,0.5652173913043478,0.3636363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,1866,84,59,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,open
4521,926,5,49,0.7011494252873564,0.5652173913043478,0.3636363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,1866,84,59,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,open
10004,3195,5,49,0.7222222222222222,0.825,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,5810,84,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
11856,3910,5,49,0.5952380952380952,0.7719298245614035,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,3749,84,122,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
7736,2242,7,4,0.6276595744680851,0.1342281879194631,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.71875,0.1677679897339876,0.4375,0.1677679897339876,-1.0,2879,0,39,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
2781,99,52,32,0.9965156794425089,0.945137157107232,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-0.5,859,0,791,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
2781,99,52,32,0.2078977932636469,0.945137157107232,0.3571428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,MT_CORRECTNESS,LI_LAZY_INIT_UPDATE_STATIC,2,1.0,1.0,0.1130436904174885,1.0,0.1130436904174885,-0.5,6065,0,791,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,close
2781,99,52,32,0.3658536585365853,0.945137157107232,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.2142857142857142,0.4250676555271278,-0.5535714285714286,0.4250676555271278,-0.5,11106,0,791,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,open
2781,99,52,32,0.2880371660859466,0.945137157107232,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.2142857142857142,0.4250676555271278,-0.5535714285714286,0.4250676555271278,-0.5,11106,0,791,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,open
13761,4859,5,32,0.6637168141592921,2.090909090909091,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,I18N,DM_CONVERT_CASE,3,-1.0,0.5555555555555556,0.00014082138753473947,0.1111111111111111,0.00014082138753473947,-1.0,5810,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,open
13761,4859,5,32,0.5132743362831859,2.090909090909091,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.1,0.0394932537966166,-0.8,0.0394932537966166,-1.0,10711,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,open
2781,99,39,32,0.3757094211123723,0.4317343173431734,0.2666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.2,0.4250676555271278,-0.6,0.4250676555271278,0.3333333333333333,7619,0,290,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,open
2781,99,39,32,0.7060158910329172,0.4317343173431734,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.71875,0.1677679897339876,0.4375,0.1677679897339876,0.3333333333333333,11106,0,290,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,open
2781,99,39,32,0.753688989784336,0.4317343173431734,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.71875,0.1677679897339876,0.4375,0.1677679897339876,0.3333333333333333,11106,0,290,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,open
13761,4859,3,60,0.7142857142857143,0.52,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,15,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.71875,0.1677679897339876,0.4375,0.1677679897339876,-1.0,11106,0,226,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
10182,3249,15,60,0.9807692307692308,0.5,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,MT_CORRECTNESS,DC_PARTIALLY_CONSTRUCTED,2,1.0,1.0,0.1130436904174885,1.0,0.1130436904174885,1.0,10693,0,651,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,close
11965,4073,8,60,0.5510204081632653,0.2718446601941747,0.9230769230769232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.125,0.4250676555271278,-0.75,0.4250676555271278,-1.0,10734,0,58,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
2781,99,3,60,0.9125,0.7948717948717948,0.2037037037037037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,15,BAD_PRACTICE,DM_EXIT,2,-1.0,0.8,0.1048601512534388,0.6,0.1048601512534388,-1.0,10762,0,130,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
2781,99,2,60,0.6814159292035398,0.53125,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,2,-1.0,0.1538461538461538,0.4250676555271278,-0.6923076923076923,0.4250676555271278,-1.0,10513,0,114,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,open
9398,2998,11,60,0.6538461538461539,0.5222929936305732,0.3461538461538461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,UC_USELESS_CONDITION,3,-1.0,0.5,0.4250676555271278,0.0,0.4250676555271278,-1.0,6065,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,open
5918,1405,3,60,0.8170731707317073,0.945945945945946,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,1.0,0.0909090909090909,0.4250676555271278,-0.8181818181818182,0.4250676555271278,1.0,3263,0,59,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,close
6455,1487,3,60,0.5432098765432098,0.8717948717948718,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,I18N,DM_CONVERT_CASE,3,-1.0,0.5555555555555556,0.00014082138753473947,0.1111111111111111,0.00014082138753473947,0.3333333333333333,1946,0,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,open
6455,1487,3,60,0.7283950617283951,0.8717948717948718,0.5294117647058824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,I18N,DM_CONVERT_CASE,3,1.0,0.5555555555555556,0.00014082138753473947,0.1111111111111111,0.00014082138753473947,0.3333333333333333,1946,0,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,close
6455,1487,3,60,0.9506172839506172,0.8717948717948718,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,15,I18N,DM_CONVERT_CASE,3,1.0,0.5555555555555556,0.00014082138753473947,0.1111111111111111,0.00014082138753473947,0.3333333333333333,3800,0,67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,close
6455,1487,2,60,0.6527777777777778,0.7777777777777778,0.8181818181818182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,I18N,DM_CONVERT_CASE,3,1.0,0.5555555555555556,0.00014082138753473947,0.1111111111111111,0.00014082138753473947,1.0,1946,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,close
6455,1487,2,60,0.875,0.7777777777777778,0.5294117647058824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,I18N,DM_CONVERT_CASE,3,1.0,0.5555555555555556,0.00014082138753473947,0.1111111111111111,0.00014082138753473947,1.0,1946,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,close
4849,1098,6,60,0.7364864864864865,0.4962962962962963,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-1.0,0.75,0.1048601512534388,0.5,0.1048601512534388,-1.0,288,0,404,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
4849,1098,6,60,0.8198198198198198,0.4962962962962963,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.71875,0.1677679897339876,0.4375,0.1677679897339876,-1.0,2194,0,404,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
13761,4859,21,8,0.6477732793522267,0.436241610738255,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,1885,0,154,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
13761,4859,21,8,0.5951417004048583,0.436241610738255,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,10618,0,154,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
13761,4859,21,8,0.5425101214574899,0.436241610738255,0.1818181818181818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,10618,0,154,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
13761,4859,21,8,0.7368421052631579,0.436241610738255,0.2222222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,10618,0,154,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
13761,4859,21,8,0.6437246963562753,0.436241610738255,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,1493,0,154,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
4552,958,8,8,0.5379746835443038,0.1851851851851851,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.0909090909090909,0.4250676555271278,-0.8181818181818182,0.4250676555271278,-1.0,1897,0,196,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
4552,958,8,8,0.7373417721518988,0.1851851851851851,0.4259259259259259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.0909090909090909,0.4250676555271278,-0.8181818181818182,0.4250676555271278,-1.0,1897,0,196,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
4849,1098,15,45,0.9457013574660632,0.2777777777777778,0.5185185185185185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.2,0.4250676555271278,-0.6,0.4250676555271278,-1.0,5810,0,281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,open
8238,2574,4,45,0.5777777777777777,0.7391304347826086,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.1,0.0394932537966166,-0.8,0.0394932537966166,-1.0,651,0,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
6548,1499,6,45,0.6601941747572816,0.8125,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.2142857142857142,0.4250676555271278,-0.5535714285714286,0.4250676555271278,-1.0,3893,0,14,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
7485,2106,35,45,0.8142011834319527,0.2096219931271477,0.7777777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.0,0.4250676555271278,-1.0,0.4250676555271278,-1.0,3925,0,243,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
7485,2106,35,45,0.3065088757396449,0.2096219931271477,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.2142857142857142,0.4250676555271278,-0.5535714285714286,0.4250676555271278,-1.0,11106,0,243,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,open
7485,2106,4,45,1.0982142857142858,0.7692307692307693,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.45,0.1048601512534388,-0.1,0.1048601512534388,-1.0,5810,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,open
7860,2299,22,45,0.1764705882352941,0.2295081967213114,0.8571428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.1,0.0394932537966166,-0.8,0.0394932537966166,-1.0,5582,0,229,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
7860,2299,22,45,0.5490196078431373,0.2295081967213114,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.2142857142857142,0.4250676555271278,-0.5535714285714286,0.4250676555271278,-1.0,11106,0,229,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
7206,1876,9,45,0.4568965517241379,0.3475177304964539,0.1351351351351351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.0909090909090909,0.4250676555271278,-0.8181818181818182,0.4250676555271278,-1.0,4517,0,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
4821,1089,14,45,0.8196286472148541,0.2403100775193798,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-1.0,2166,0,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
8608,2757,1,10,0.58,0.6071428571428571,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,1.0,5953,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
10273,3457,2,10,0.5,0.5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,1.0,8173,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,open
13709,4842,25,10,0.2531120331950207,0.2515723270440251,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,0.0,10854,0,121,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,open
13709,4842,25,10,0.3236514522821577,0.2515723270440251,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.71875,0.1677679897339876,0.4375,0.1677679897339876,0.0,5206,0,121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
7734,2229,1,10,0.6808510638297872,0.7391304347826086,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,1.0,5079,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
13738,4854,15,10,0.1831683168316831,0.7281553398058253,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,1.0,11083,0,299,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,open
12309,4287,8,7,0.6967741935483871,0.3047619047619048,0.1764705882352941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-1.0,10892,0,126,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
13738,4854,13,7,0.2338308457711442,0.1770833333333333,0.1818181818181818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,0.3333333333333333,10576,0,548,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
13738,4854,13,7,0.3283582089552239,0.1770833333333333,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,STYLE,BC_UNCONFIRMED_CAST,3,1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,0.3333333333333333,5577,0,548,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,close
13738,4854,13,7,0.3980099502487562,0.1770833333333333,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.71875,0.1677679897339876,0.4375,0.1677679897339876,0.3333333333333333,11083,0,548,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
12235,4275,1,2,0.3615384615384615,0.2040816326530612,0.0875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,STYLE,UC_USELESS_OBJECT,2,1.0,1.0,0.4250676555271278,1.0,0.4250676555271278,1.0,5810,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,close
2781,99,18,1,0.6512345679012346,0.1485943775100401,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,I18N,DM_DEFAULT_ENCODING,1,1.0,0.5172413793103449,0.00014082138753473947,0.0344827586206896,0.00014082138753473947,0.0,4780,0,80,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,close
13761,4859,10,1,0.7921348314606742,0.6989247311827957,0.3888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.2,0.4250676555271278,-0.6,0.4250676555271278,-1.0,90,0,184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
8720,2791,10,6,0.3925233644859813,0.2171052631578947,0.0606060606060606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-1.0,5810,0,270,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
8720,2791,33,23,0.6970260223048327,0.4559270516717325,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,I18N,DM_DEFAULT_ENCODING,1,1.0,0.5172413793103449,0.00014082138753473947,0.0344827586206896,0.00014082138753473947,1.0,10571,0,602,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,close
8720,2791,33,23,0.6356877323420075,0.4559270516717325,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20,I18N,DM_DEFAULT_ENCODING,1,1.0,0.5172413793103449,0.00014082138753473947,0.0344827586206896,0.00014082138753473947,1.0,1634,0,602,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,close
