F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-((ThroughputController)el).getMaxThroughput(),F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TextMessage,F3-TestElementProperty,F3-GenericController,F3-HashTree,F3-byte[],F3-boolean,F3-JMeterFileFilter,F3-String,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-URL,F3-Node,F3-String[],F3-Date,F3-Locale,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-milamber@apache.org,F71-thads@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,category
9655,2036,31,36,0.2192556634304207,1.0359712230215827,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,MT_CORRECTNESS,DC_PARTIALLY_CONSTRUCTED,2,1.0,1.0,0.0394444444444444,1.0,0.0394444444444444,1.0,3707,48,104,0,0,0,0,0,0,0,0,1,0,0,0,1,0,close
9655,2036,31,36,0.441747572815534,1.0359712230215827,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,STYLE,REC_CATCH_EXCEPTION,3,1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,1.0,3707,48,104,0,0,0,0,0,0,0,0,1,0,0,0,1,0,close
9655,2036,31,36,0.3333333333333333,1.0359712230215827,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,STYLE,REC_CATCH_EXCEPTION,3,1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,1.0,3707,48,104,0,0,0,0,0,0,0,0,1,0,0,0,1,0,close
8752,1733,21,36,0.5411471321695761,0.7525252525252525,0.2666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,1.0,0.2857142857142857,0.3518318831535469,-0.4285714285714285,0.3518318831535469,1.0,6659,48,581,1,0,0,0,0,0,0,1,1,0,0,0,1,0,close
13761,3795,3,66,0.7142857142857143,0.52,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,17,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,-1.0,9003,83,225,0,0,0,0,1,0,0,0,1,0,0,0,1,1,open
10182,2185,15,66,0.978827361563518,0.3509615384615384,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,MT_CORRECTNESS,DC_PARTIALLY_CONSTRUCTED,2,1.0,1.0,0.0394444444444444,1.0,0.0394444444444444,1.0,8590,83,212,0,0,1,0,1,0,0,1,1,0,0,0,1,1,close
11965,3009,7,66,0.6486486486486487,0.3066666666666666,0.9166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.3333333333333333,0.3518318831535469,-0.3333333333333333,0.3518318831535469,-1.0,8631,83,51,0,0,0,0,1,0,0,0,1,0,0,0,1,1,open
10900,2496,3,66,0.9125,0.7948717948717948,0.2037037037037037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17,BAD_PRACTICE,DM_EXIT,2,-1.0,0.8333333333333334,0.0837600739859955,0.6666666666666666,0.0837600739859955,-1.0,8659,83,92,0,0,1,0,1,0,0,0,1,0,0,0,1,1,open
13707,3777,2,66,0.6814159292035398,0.53125,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,2,-1.0,0.5714285714285714,0.3518318831535469,0.2857142857142857,0.3518318831535469,-1.0,8410,83,132,0,0,0,0,0,0,0,0,1,0,0,0,1,1,open
9398,1934,11,66,0.6589147286821705,0.5095541401273885,0.3461538461538461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,UC_USELESS_CONDITION,3,-1.0,0.0,0.3518318831535469,-1.0,0.3518318831535469,-1.0,3962,83,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
5918,341,3,66,0.8170731707317073,0.945945945945946,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,1.0,0.2222222222222222,0.3518318831535469,-0.5555555555555556,0.3518318831535469,1.0,1160,83,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,close
6455,423,3,66,0.5432098765432098,0.8717948717948718,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,I18N,DM_CONVERT_CASE,3,-1.0,0.6666666666666666,1.6734601821037333e-05,0.3333333333333333,1.6734601821037333e-05,0.3333333333333333,9286,83,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
6455,423,3,66,0.7283950617283951,0.8717948717948718,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,I18N,DM_CONVERT_CASE,3,1.0,0.6666666666666666,1.6734601821037333e-05,0.3333333333333333,1.6734601821037333e-05,0.3333333333333333,9286,83,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,close
6455,423,3,66,0.9506172839506172,0.8717948717948718,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17,I18N,DM_CONVERT_CASE,3,1.0,0.6666666666666666,1.6734601821037333e-05,0.3333333333333333,1.6734601821037333e-05,0.3333333333333333,1697,83,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,close
6455,423,2,66,0.6527777777777778,0.7777777777777778,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,I18N,DM_CONVERT_CASE,3,1.0,0.6666666666666666,1.6734601821037333e-05,0.3333333333333333,1.6734601821037333e-05,1.0,9286,83,19,0,0,0,0,0,0,0,0,1,0,0,0,1,0,close
6455,423,2,66,0.875,0.7777777777777778,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,I18N,DM_CONVERT_CASE,3,1.0,0.6666666666666666,1.6734601821037333e-05,0.3333333333333333,1.6734601821037333e-05,1.0,9286,83,19,0,0,0,0,0,0,0,0,1,0,0,0,1,0,close
13569,3618,9,66,0.8557692307692307,0.3428571428571428,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,REC_CATCH_EXCEPTION,3,1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,1.0,3707,83,374,0,0,0,0,0,0,0,0,1,0,0,0,1,0,close
13761,3795,28,8,0.5958702064896755,0.2584745762711864,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,MALICIOUS_CODE,EI_EXPOSE_REP,2,1.0,0.3636363636363636,0.1653681910833421,-0.2727272727272727,0.1653681910833421,0.2,8315,14,565,0,0,1,0,0,0,0,0,1,0,0,0,1,1,close
13761,3795,28,8,0.4867256637168141,0.2584745762711864,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,0.2,3707,14,565,0,0,0,0,0,0,0,0,1,0,0,0,1,0,close
13761,3795,28,8,0.6696165191740413,0.2584745762711864,0.3636363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,0.2,3707,14,565,0,0,0,0,0,0,0,0,1,0,0,0,1,0,close
13761,3795,28,8,0.4247787610619469,0.2584745762711864,0.1818181818181818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,0.2,8515,14,565,0,0,1,0,1,0,0,0,1,0,0,0,1,1,open
13761,3795,28,8,0.7404129793510325,0.2584745762711864,0.2222222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,0.2,8515,14,565,0,0,1,0,1,0,0,0,1,0,0,0,1,1,open
13647,3654,15,8,0.5925925925925926,0.46,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,REC_CATCH_EXCEPTION,3,1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,1.0,9003,14,520,0,0,1,0,1,0,0,0,0,0,0,0,1,1,close
13761,3795,3,52,0.4308943089430894,0.3170731707317073,0.5382003395585739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,STYLE,SF_SWITCH_NO_DEFAULT,2,1.0,1.0,0.3518318831535469,1.0,0.3518318831535469,1.0,9003,309,208,0,0,0,0,1,0,0,0,0,0,0,0,1,1,close
4849,34,15,52,0.9452054794520548,0.2638888888888889,0.5185185185185185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.2857142857142857,0.3518318831535469,-0.4285714285714285,0.3518318831535469,-1.0,3707,309,275,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
6548,435,6,52,0.6601941747572816,0.8125,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,-1.0,1790,309,85,0,0,0,0,0,0,0,0,1,0,1,0,1,0,open
7485,1042,34,52,0.7952127659574468,0.2259332023575638,0.7777777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.3333333333333333,0.3518318831535469,-0.3333333333333333,0.3518318831535469,-1.0,1822,309,1299,0,0,0,0,0,0,0,0,1,0,1,0,1,0,open
7485,1042,4,52,1.0982142857142858,0.7692307692307693,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.5,0.0837600739859955,0.0,0.0837600739859955,-1.0,3707,309,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
7860,1235,22,52,0.1595744680851064,0.2,0.8571428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.1052631578947368,0.1653681910833421,-0.7894736842105263,0.1653681910833421,-1.0,3479,309,358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
7860,1235,22,52,0.4964539007092198,0.2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,-1.0,9003,309,358,0,0,0,0,1,0,0,0,0,0,0,0,1,1,open
7206,812,9,52,0.4568965517241379,0.3475177304964539,0.1351351351351351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.2222222222222222,0.3518318831535469,-0.5555555555555556,0.3518318831535469,-1.0,2414,309,27,0,0,0,0,0,0,0,0,1,0,1,0,1,0,open
4821,25,12,52,0.1533923303834808,0.2016806722689075,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,BAD_PRACTICE,SE_BAD_FIELD_STORE,2,0.0,1.0,0.0837600739859955,1.0,0.0837600739859955,0.3333333333333333,63,309,249,0,0,0,0,0,0,0,0,0,0,0,0,1,0,close
8608,1693,1,10,0.58,0.6071428571428571,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,3850,7,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
10273,2393,2,10,0.5,0.5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,6070,7,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
13709,3778,25,10,0.2510288065843621,0.2484472049689441,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,0.0,8751,7,121,0,0,0,0,1,0,0,0,1,0,0,1,1,1,open
13709,3778,25,10,0.3209876543209876,0.2484472049689441,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,6,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,0.0,3103,7,121,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
7734,1165,1,10,0.6530612244897959,0.68,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,2976,7,30,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
13738,3790,15,10,0.1947368421052631,0.6116504854368932,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,8980,7,298,0,0,0,0,1,0,0,0,0,0,0,1,1,1,open
12309,3223,8,7,0.6967741935483871,0.3047619047619048,0.1764705882352941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,-1.0,8789,11,128,0,0,0,0,1,0,0,0,1,0,0,0,1,1,open
13738,3790,13,7,0.2338308457711442,0.1770833333333333,0.1818181818181818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,0.3333333333333333,8473,11,547,0,0,0,0,1,0,0,0,1,0,0,0,1,1,open
13738,3790,13,7,0.3283582089552239,0.1770833333333333,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,STYLE,BC_UNCONFIRMED_CAST,3,1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,0.3333333333333333,3474,11,547,0,0,0,0,0,0,0,0,1,0,0,0,1,0,close
13738,3790,13,7,0.3980099502487562,0.1770833333333333,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,0.3333333333333333,8980,11,547,0,0,0,0,1,0,0,0,1,0,0,0,1,1,open
12235,3211,1,2,0.3615384615384615,0.2040816326530612,0.0875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,STYLE,UC_USELESS_OBJECT,2,1.0,1.0,0.3518318831535469,1.0,0.3518318831535469,1.0,3707,0,109,0,0,0,0,0,0,0,0,0,0,0,0,1,0,close
13726,3783,18,1,0.6501547987616099,0.1491935483870967,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,I18N,DM_DEFAULT_ENCODING,1,1.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,0.0,2677,2,77,0,0,0,0,0,0,0,0,1,0,0,0,1,0,close
13761,3795,10,1,0.7853107344632768,0.6702127659574468,0.3888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,1.0,0.2857142857142857,0.3518318831535469,-0.4285714285714285,0.3518318831535469,1.0,3881,0,177,0,0,0,0,0,0,0,0,1,0,0,0,1,0,close
8720,1727,10,6,0.3935185185185185,0.2142857142857142,0.0606060606060606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,-1.0,3707,6,177,0,0,0,0,0,0,0,0,1,0,1,0,1,0,open
8720,1727,21,23,0.8271186440677966,0.2914572864321608,0.2727272727272727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,I18N,DM_DEFAULT_ENCODING,1,1.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,1.0,8468,19,542,0,0,1,0,1,0,0,0,1,0,0,0,1,1,close
8720,1727,21,23,0.7423728813559322,0.2914572864321608,0.4285714285714285,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20,I18N,DM_DEFAULT_ENCODING,1,1.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,1.0,8468,19,542,0,0,1,0,1,0,0,0,1,0,0,0,1,1,close
8720,1727,21,23,0.1932203389830508,0.2914572864321608,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,9003,19,542,0,0,1,0,1,0,0,0,1,0,0,0,1,1,open
8674,1707,16,23,1.6567796610169492,0.3787878787878788,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.5,0.0837600739859955,0.0,0.0837600739859955,0.0,8468,19,136,0,0,0,0,1,0,0,0,1,0,0,0,1,1,open
8674,1707,16,23,0.423728813559322,0.3787878787878788,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,0.0,9003,19,136,0,0,0,0,1,0,0,0,1,0,0,0,1,1,open
8526,1677,26,23,0.4837962962962963,0.3231292517006803,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,2,-1.0,0.4,0.3518318831535469,-0.2,0.3518318831535469,0.0,702,19,159,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
8526,1677,26,23,0.1296296296296296,0.3231292517006803,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,0.0,3768,19,159,0,0,0,0,0,0,0,0,1,0,1,0,1,0,open
8674,1707,23,23,0.242914979757085,0.9439252336448598,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,9003,19,301,0,0,0,0,1,0,0,0,1,0,0,0,1,1,open
6539,434,30,23,0.4556354916067146,0.32,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,0.0,1339,19,542,0,0,0,0,0,0,0,0,1,0,1,0,1,0,open
6539,434,30,23,0.3932853717026379,0.32,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20,I18N,DM_DEFAULT_ENCODING,1,1.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,0.0,1339,19,542,0,0,0,0,0,0,0,0,1,0,1,0,1,0,close
6539,434,30,23,0.1414868105515587,0.32,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,0.0,9003,19,542,0,0,1,0,1,0,0,0,1,0,1,1,1,1,open
9736,2067,9,23,0.4242424242424242,1.075,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,9003,19,69,0,0,0,0,1,0,0,0,1,0,0,0,1,1,open
7736,1178,18,23,0.4840989399293286,0.5337423312883436,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,I18N,DM_DEFAULT_ENCODING,1,1.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,1.0,1339,19,282,0,0,0,0,0,0,0,0,1,0,0,0,1,0,close
7736,1178,18,23,0.3886925795053003,0.5337423312883436,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,I18N,DM_DEFAULT_ENCODING,1,1.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,1.0,1339,19,282,0,0,0,0,0,0,0,0,1,0,0,0,1,0,close
7736,1178,18,23,0.1766784452296819,0.5337423312883436,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,9003,19,282,0,0,0,0,1,0,0,1,1,0,0,0,1,1,open
10069,2152,6,23,0.8255813953488372,0.631578947368421,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,-1.0,4094,19,35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
8674,1707,11,9,0.5235849056603774,0.1527777777777778,0.4444444444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,0.0,3707,15,126,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
8674,1707,11,9,0.2358490566037736,0.1527777777777778,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,0.0,4498,15,126,0,0,0,0,0,0,0,0,1,1,0,0,1,0,open
9655,2036,12,9,0.3372549019607843,0.3192771084337349,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,-1.0,3881,15,118,0,0,0,0,0,0,0,0,0,0,1,0,1,0,open
9655,2036,12,9,0.4627450980392157,0.3192771084337349,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,-1.0,3707,15,118,0,0,0,0,0,0,0,0,0,0,1,0,1,0,open
9655,2036,8,9,0.9096045197740112,0.2833333333333333,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,STYLE,BC_UNCONFIRMED_CAST,3,1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,1.0,8789,15,143,0,0,0,0,1,0,0,0,0,0,0,0,1,1,close
13329,3497,18,9,0.7358490566037735,0.3016759776536313,0.0857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,BC_UNCONFIRMED_CAST,3,1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,1.0,8468,15,1455,0,0,0,0,1,0,0,1,1,0,1,0,1,1,close
13329,3497,18,9,0.320754716981132,0.3016759776536313,0.0952380952380952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,BC_UNCONFIRMED_CAST,3,1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,1.0,8468,15,1455,0,0,0,0,1,0,0,1,1,0,1,0,1,1,close
13329,3497,18,9,0.8754716981132076,0.3016759776536313,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,REC_CATCH_EXCEPTION,3,1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,1.0,3707,15,1455,0,0,0,0,0,0,0,0,1,0,1,0,1,0,close
