F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-Class,F3-EncryptionOptions,F3-PrintStream,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-boolean,F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-String[],F3-Thread,F3-BitSet,F3-ListenableFutureTask,F3-input,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-xedin@apache.org,F71-jmckenzie@apache.org,F71-snazy@snazy.de,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-benedict@apache.org,F71-jakers@gmail.com,F71-marcuse@apache.org,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,category
6356,904,9,188,0.4568965517241379,0.1890243902439024,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,STYLE,DLS_DEAD_LOCAL_STORE,1,-1.0,0.0719424460431654,0.054411266302256,-0.8489208633093526,0.054411266302256,-1.0,2264,1494,202,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,open
1746,8,96,188,0.806672369546621,0.2057803468208092,0.4418604651162791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0769230769230769,0.1980530554470092,-0.6923076923076923,0.1980530554470092,-1.0,10430,1494,3515,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,open
1746,8,96,188,0.9769033361847732,0.2057803468208092,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,61,STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,1,-1.0,0.032258064516129,0.054411266302256,-0.935483870967742,0.054411266302256,-1.0,7544,1494,3515,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,open
3246,309,212,188,0.1154553817847286,0.1610555050045496,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,BAD_PRACTICE,DM_EXIT,2,-1.0,0.16,0.278234513135999,-0.64,0.278234513135999,0.3333333333333333,12043,1494,6011,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,open
3246,309,212,188,0.1665708371665133,0.1610555050045496,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,61,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.6,0.2987971230158731,0.2,0.2987971230158731,0.3333333333333333,1703,1494,6011,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,close
3246,309,212,188,0.233440662373505,0.1610555050045496,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.6,0.2987971230158731,0.2,0.2987971230158731,0.3333333333333333,6780,1494,6011,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,close
3246,309,212,188,0.4645814167433302,0.1610555050045496,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,3,0.0,0.6,0.2987971230158731,0.2,0.2987971230158731,0.3333333333333333,810,1494,6011,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,close
3246,309,212,188,0.5841766329346826,0.1610555050045496,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,STYLE,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,2,-1.0,0.2105263157894736,0.054411266302256,-0.5789473684210527,0.054411266302256,0.3333333333333333,2817,1494,6011,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,open
3246,309,212,188,0.3485510579576817,0.1610555050045496,0.2698576085091782,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,61,STYLE,SF_SWITCH_NO_DEFAULT,2,1.0,0.024390243902439,0.054411266302256,-0.951219512195122,0.054411266302256,0.3333333333333333,12043,1494,6011,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,close
3246,309,212,188,0.3647654093836247,0.1610555050045496,0.5696428571428572,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,61,STYLE,SF_SWITCH_NO_DEFAULT,2,1.0,0.024390243902439,0.054411266302256,-0.951219512195122,0.054411266302256,0.3333333333333333,12043,1494,6011,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,close
3246,309,212,188,0.9247930082796688,0.1610555050045496,0.6296296296296297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,61,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,1.0,0.1111111111111111,0.0653943199930746,-0.6666666666666666,0.0653943199930746,0.3333333333333333,12043,1494,6011,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,close
3246,309,212,188,0.891214351425943,0.1610555050045496,0.6888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,MT_CORRECTNESS,VO_VOLATILE_INCREMENT,2,-1.0,0.0,0.2987971230158731,-1.0,0.2987971230158731,0.3333333333333333,9706,1494,6011,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,open
4479,546,14,188,0.9373776908023485,0.1524064171122994,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,STYLE,UC_USELESS_OBJECT,2,-1.0,0.0,0.054411266302256,-1.0,0.054411266302256,-1.0,4557,1494,227,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,open
5947,827,4,29,0.7468354430379747,5.083333333333333,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,CORRECTNESS,UMAC_UNCALLABLE_METHOD_OF_ANONYMOUS_CLASS,2,-1.0,0.05,0.1980530554470092,-0.9,0.1980530554470092,-1.0,4215,252,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
5947,827,4,29,0.810126582278481,5.083333333333333,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,CORRECTNESS,UMAC_UNCALLABLE_METHOD_OF_ANONYMOUS_CLASS,2,-1.0,0.05,0.1980530554470092,-0.9,0.1980530554470092,-1.0,4215,252,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
5947,827,10,29,0.7908163265306123,0.2377622377622377,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,BAD_PRACTICE,IT_NO_SUCH_ELEMENT,3,0.0,0.2222222222222222,0.278234513135999,-0.5555555555555556,0.278234513135999,0.0,4215,252,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,close
5947,827,10,29,0.8112244897959183,0.2377622377622377,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,STYLE,REC_CATCH_EXCEPTION,3,0.0,0.0983606557377049,0.054411266302256,-0.7868852459016393,0.054411266302256,0.0,4215,252,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,open
3426,354,7,65,0.5934065934065934,0.2777777777777778,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0714285714285714,0.054411266302256,-0.8571428571428571,0.054411266302256,0.0,4256,167,150,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,open
3426,354,7,65,0.7939560439560439,0.2777777777777778,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.236734693877551,0.0653943199930746,-0.436734693877551,0.0653943199930746,0.0,4256,167,150,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,close
5988,832,7,65,0.2456140350877192,0.4142857142857143,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.3142857142857143,0.278234513135999,-0.36,0.278234513135999,-1.0,4256,167,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
5988,832,17,65,0.1709844559585492,0.4369747899159664,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.3142857142857143,0.278234513135999,-0.36,0.278234513135999,-1.0,4256,167,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
5988,832,17,65,0.9585492227979274,0.4369747899159664,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.236734693877551,0.0653943199930746,-0.436734693877551,0.0653943199930746,-1.0,4256,167,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
5988,832,1,65,0.6027397260273972,0.5853658536585366,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,STYLE,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,3,1.0,0.1,0.054411266302256,-0.8,0.054411266302256,1.0,4256,167,54,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
5841,804,9,65,0.651685393258427,0.3275862068965517,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.236734693877551,0.0653943199930746,-0.436734693877551,0.0653943199930746,-1.0,10857,167,185,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,open
5841,804,9,65,0.5112359550561798,0.3275862068965517,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,STYLE,FE_FLOATING_POINT_EQUALITY,3,-1.0,0.3333333333333333,0.054411266302256,-0.3333333333333333,0.054411266302256,-1.0,3012,167,185,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,open
2474,137,5,65,0.5345911949685535,0.3663366336633663,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,3,-1.0,0.1794871794871795,0.278234513135999,-0.6153846153846154,0.278234513135999,-1.0,1948,167,162,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,open
1991,47,42,65,0.6234652114597544,0.4123931623931623,0.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31,STYLE,BC_UNCONFIRMED_CAST,3,-0.5,0.0131578947368421,0.054411266302256,-0.9736842105263158,0.054411266302256,-0.2,3140,167,188,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,open
1991,47,42,65,0.616643929058663,0.4123931623931623,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31,STYLE,BC_UNCONFIRMED_CAST,3,-0.5,0.0131578947368421,0.054411266302256,-0.9736842105263158,0.054411266302256,-0.2,4256,167,188,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,open
1991,47,42,65,0.6289222373806276,0.4123931623931623,0.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31,STYLE,BC_UNCONFIRMED_CAST,3,-0.5,0.0131578947368421,0.054411266302256,-0.9736842105263158,0.054411266302256,-0.2,4082,167,188,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,open
1991,47,42,65,0.635743519781719,0.4123931623931623,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31,STYLE,BC_UNCONFIRMED_CAST,3,-0.5,0.0131578947368421,0.054411266302256,-0.9736842105263158,0.054411266302256,-0.2,4256,167,188,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,close
1991,47,42,65,0.4201909959072306,0.4123931623931623,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.236734693877551,0.0653943199930746,-0.436734693877551,0.0653943199930746,-0.2,4256,167,188,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,close
5988,832,2,65,0.6981132075471698,0.7142857142857143,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.3142857142857143,0.278234513135999,-0.36,0.278234513135999,-1.0,4256,167,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
5988,832,2,65,0.8679245283018868,0.7142857142857143,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.236734693877551,0.0653943199930746,-0.436734693877551,0.0653943199930746,-1.0,4256,167,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
5988,832,4,65,0.3551401869158878,0.3428571428571428,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.3142857142857143,0.278234513135999,-0.36,0.278234513135999,1.0,4256,167,81,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,close
4125,484,9,65,0.5257142857142857,0.3571428571428571,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,3,0.0,0.6,0.2987971230158731,0.2,0.2987971230158731,-1.0,4256,167,125,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,open
3373,342,16,65,0.1704312114989733,0.1428571428571428,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.236734693877551,0.0653943199930746,-0.436734693877551,0.0653943199930746,-1.0,10075,167,394,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,open
3373,342,16,65,0.4681724845995893,0.1428571428571428,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.236734693877551,0.0653943199930746,-0.436734693877551,0.0653943199930746,-1.0,10075,167,394,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,open
3373,342,16,65,0.6427104722792608,0.1428571428571428,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.236734693877551,0.0653943199930746,-0.436734693877551,0.0653943199930746,-1.0,9811,167,394,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,open
3373,342,16,65,0.9322381930184804,0.1428571428571428,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.236734693877551,0.0653943199930746,-0.436734693877551,0.0653943199930746,-1.0,10075,167,394,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,open
3544,380,5,7,0.4347826086956521,0.2868852459016393,0.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,MT_CORRECTNESS,SC_START_IN_CTOR,3,1.0,0.8,0.2987971230158731,0.6,0.2987971230158731,1.0,5973,15,22,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,close
6608,958,3,7,0.5806451612903226,0.3058823529411765,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,BAD_PRACTICE,OS_OPEN_STREAM_EXCEPTION_PATH,3,1.0,0.0769230769230769,0.278234513135999,-0.8461538461538461,0.278234513135999,1.0,2663,15,98,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,close
7705,1204,1,7,0.4479166666666667,0.423728813559322,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.0,0.0352035967052202,-1.0,0.0352035967052202,-1.0,5973,15,75,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,open
5691,779,3,13,0.6136363636363636,0.3333333333333333,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0131578947368421,0.054411266302256,-0.9736842105263158,0.054411266302256,-1.0,3959,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
5691,779,3,13,0.5795454545454546,0.3333333333333333,0.3846153846153846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0131578947368421,0.054411266302256,-0.9736842105263158,0.054411266302256,-1.0,3960,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
5691,779,3,13,0.5113636363636364,0.3333333333333333,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0131578947368421,0.054411266302256,-0.9736842105263158,0.054411266302256,-1.0,3960,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
5692,779,2,13,0.7350746268656716,0.1826923076923076,0.3175675675675675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,STYLE,ICAST_IDIV_CAST_TO_DOUBLE,2,-1.0,0.0,0.054411266302256,-1.0,0.054411266302256,-1.0,3876,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
5988,832,7,24,0.6363636363636364,0.3563218390804598,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,MALICIOUS_CODE,MS_SHOULD_BE_FINAL,1,0.0,0.2142857142857142,0.0352035967052202,-0.5714285714285714,0.0352035967052202,-0.7142857142857143,4069,21,104,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,open
3373,342,5,24,0.2339181286549707,0.1893939393939394,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,MALICIOUS_CODE,MS_SHOULD_BE_FINAL,1,0.0,0.2142857142857142,0.0352035967052202,-0.5714285714285714,0.0352035967052202,1.0,4256,21,49,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,close
5988,832,7,24,0.6136363636363636,0.3563218390804598,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,MALICIOUS_CODE,MS_SHOULD_BE_FINAL,1,0.0,0.2142857142857142,0.0352035967052202,-0.5714285714285714,0.0352035967052202,-0.7142857142857143,3140,21,104,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,open
5988,832,7,24,0.6136363636363636,0.3563218390804598,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,MALICIOUS_CODE,MS_SHOULD_BE_FINAL,1,0.0,0.2142857142857142,0.0352035967052202,-0.5714285714285714,0.0352035967052202,-0.7142857142857143,3140,21,104,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,open
5988,832,7,24,0.6060606060606061,0.3563218390804598,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,MALICIOUS_CODE,MS_SHOULD_BE_FINAL,1,0.0,0.2142857142857142,0.0352035967052202,-0.5714285714285714,0.0352035967052202,-0.7142857142857143,4256,21,104,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,open
5988,832,7,24,0.6212121212121212,0.3563218390804598,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,MALICIOUS_CODE,MS_SHOULD_BE_FINAL,1,0.0,0.2142857142857142,0.0352035967052202,-0.5714285714285714,0.0352035967052202,-0.7142857142857143,4069,21,104,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,open
5988,832,7,24,0.6287878787878788,0.3563218390804598,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,MALICIOUS_CODE,MS_SHOULD_BE_FINAL,1,0.0,0.2142857142857142,0.0352035967052202,-0.5714285714285714,0.0352035967052202,-0.7142857142857143,4069,21,104,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,open
5988,832,7,24,0.6439393939393939,0.3563218390804598,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,MALICIOUS_CODE,MS_SHOULD_BE_FINAL,1,0.0,0.2142857142857142,0.0352035967052202,-0.5714285714285714,0.0352035967052202,-0.7142857142857143,4082,21,104,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,close
5988,832,2,24,0.3076923076923077,0.3720930232558139,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,MALICIOUS_CODE,MS_SHOULD_BE_FINAL,1,0.0,0.2142857142857142,0.0352035967052202,-0.5714285714285714,0.0352035967052202,-1.0,4256,21,36,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,open
2310,100,2,35,0.4774193548387097,0.4555555555555555,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.1067961165048543,9.026974593019176e-05,-0.7572815533980582,9.026974593019176e-05,-1.0,8053,27,48,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,open
3959,450,7,35,0.5494186046511628,0.1123595505617977,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,I18N,DM_CONVERT_CASE,3,0.0,0.0714285714285714,9.026974593019176e-05,-0.8571428571428571,9.026974593019176e-05,0.5,2162,27,185,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
3959,450,7,35,0.2587209302325581,0.1123595505617977,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,I18N,DM_DEFAULT_ENCODING,1,1.0,0.1067961165048543,9.026974593019176e-05,-0.7572815533980582,9.026974593019176e-05,0.5,3284,27,185,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,close
3959,450,7,35,0.2587209302325581,0.1123595505617977,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.236734693877551,0.0653943199930746,-0.436734693877551,0.0653943199930746,0.5,3284,27,185,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,close
3959,450,7,35,0.9476744186046512,0.1123595505617977,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,BAD_PRACTICE,DM_EXIT,2,0.0,0.16,0.278234513135999,-0.64,0.278234513135999,0.5,8053,27,185,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,close
5016,647,12,35,0.2357142857142857,0.0964912280701754,0.1428571428571428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,STYLE,SF_SWITCH_NO_DEFAULT,2,1.0,0.024390243902439,0.054411266302256,-0.951219512195122,0.054411266302256,1.0,3284,27,145,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,close
3588,388,11,35,0.4477351916376306,0.0548523206751054,0.1172413793103448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,I18N,DM_CONVERT_CASE,3,1.0,0.0714285714285714,9.026974593019176e-05,-0.8571428571428571,9.026974593019176e-05,-0.7272727272727273,1856,27,485,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,close
3588,388,11,35,0.9965156794425089,0.0548523206751054,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,40,I18N,DM_CONVERT_CASE,3,-1.0,0.0714285714285714,9.026974593019176e-05,-0.8571428571428571,9.026974593019176e-05,-0.7272727272727273,2227,27,485,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,open
3588,388,11,35,0.6411149825783972,0.0548523206751054,0.7538461538461538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,BAD_PRACTICE,DM_EXIT,2,-1.0,0.16,0.278234513135999,-0.64,0.278234513135999,-0.7272727272727273,2227,27,485,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,open
3588,388,0,35,0.8604651162790697,1.1111111111111112,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,BAD_PRACTICE,SE_BAD_FIELD,1,0.0,0.625,0.278234513135999,0.25,0.278234513135999,-1.0,1856,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,open
