F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-CFMetaData,F3-Class,F3-EncryptionOptions,F3-Composites.EMPTY,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-type.toString().toLowerCase(),F3-boolean,F3-e.getKey().toLowerCase(),F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-BitSet,F3-input,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-xedin@apache.org,F71-povel.y@gmail.com,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-jakers@gmail.com,F71-benedict@apache.org,F71-marcuse@apache.org,F71-marcuse@spotify.com,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,category
7407,761,2,202,0.7444444444444445,0.7291666666666666,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,169,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.6587677725118484,0.1851216715970729,0.4407582938388625,0.1851216715970729,-1.0,3924,5,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,open
7407,761,2,202,0.8222222222222222,0.7291666666666666,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,169,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.6587677725118484,0.1851216715970729,0.4407582938388625,0.1851216715970729,-1.0,3924,5,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,open
6465,557,3,73,0.8373493975903614,0.3684210526315789,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.1428571428571428,0.3313593294460641,-0.7142857142857143,0.3313593294460641,-1.0,2982,61,96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
7850,876,10,73,0.9295774647887324,0.173076923076923,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,STYLE,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT,1,1.0,0.8,0.7759481653230883,0.6,0.7759481653230883,1.0,4215,61,30,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,close
4111,117,58,73,0.0754005655042412,0.1639751552795031,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,MALICIOUS_CODE,MS_PKGPROTECT,2,0.0,0.2222222222222222,0.31604098266049,-0.5555555555555556,0.31604098266049,-0.4444444444444444,957,61,2275,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,open
4111,117,58,73,0.3336475023562676,0.1639751552795031,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,STYLE,BC_UNCONFIRMED_CAST,3,1.0,0.4528301886792453,0.7759481653230883,-0.0566037735849056,0.7759481653230883,-0.4444444444444444,1538,61,2275,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,close
4111,117,58,73,0.3977379830348728,0.1639751552795031,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,PERFORMANCE,URF_UNREAD_FIELD,3,0.0,0.1636363636363636,0.1851216715970729,-0.6727272727272727,0.1851216715970729,-0.4444444444444444,10292,61,2275,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,close
4111,117,58,73,0.3967954759660697,0.1639751552795031,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,PERFORMANCE,URF_UNREAD_FIELD,3,0.0,0.1636363636363636,0.1851216715970729,-0.6727272727272727,0.1851216715970729,-0.4444444444444444,1567,61,2275,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,open
4111,117,58,73,0.1093308199811498,0.1639751552795031,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,CORRECTNESS,UMAC_UNCALLABLE_METHOD_OF_ANONYMOUS_CLASS,1,-0.4545454545454545,0.2352941176470588,0.4284036988589398,-0.4705882352941176,0.4284036988589398,-0.4444444444444444,4365,61,2275,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,open
4111,117,58,73,0.1913289349670122,0.1639751552795031,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,CORRECTNESS,UMAC_UNCALLABLE_METHOD_OF_ANONYMOUS_CLASS,1,-0.4545454545454545,0.2352941176470588,0.4284036988589398,-0.4705882352941176,0.4284036988589398,-0.4444444444444444,2051,61,2275,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,close
4111,117,58,73,0.1979264844486333,0.1639751552795031,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,CORRECTNESS,UMAC_UNCALLABLE_METHOD_OF_ANONYMOUS_CLASS,1,-0.4545454545454545,0.2352941176470588,0.4284036988589398,-0.4705882352941176,0.4284036988589398,-0.4444444444444444,4359,61,2275,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,open
4111,117,58,73,0.2045240339302544,0.1639751552795031,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,CORRECTNESS,UMAC_UNCALLABLE_METHOD_OF_ANONYMOUS_CLASS,1,-0.4545454545454545,0.2352941176470588,0.4284036988589398,-0.4705882352941176,0.4284036988589398,-0.4444444444444444,2851,61,2275,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,open
4111,117,58,73,0.2111215834118756,0.1639751552795031,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,CORRECTNESS,UMAC_UNCALLABLE_METHOD_OF_ANONYMOUS_CLASS,1,-0.4545454545454545,0.2352941176470588,0.4284036988589398,-0.4705882352941176,0.4284036988589398,-0.4444444444444444,7228,61,2275,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,open
4111,117,58,73,0.1159283694627709,0.1639751552795031,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,CORRECTNESS,UMAC_UNCALLABLE_METHOD_OF_ANONYMOUS_CLASS,1,-0.4545454545454545,0.2352941176470588,0.4284036988589398,-0.4705882352941176,0.4284036988589398,-0.4444444444444444,3929,61,2275,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,close
4111,117,58,73,0.122525918944392,0.1639751552795031,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,CORRECTNESS,UMAC_UNCALLABLE_METHOD_OF_ANONYMOUS_CLASS,1,-0.4545454545454545,0.2352941176470588,0.4284036988589398,-0.4705882352941176,0.4284036988589398,-0.4444444444444444,2464,61,2275,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,close
4111,117,58,73,0.1366635249764373,0.1639751552795031,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,CORRECTNESS,UMAC_UNCALLABLE_METHOD_OF_ANONYMOUS_CLASS,1,-0.4545454545454545,0.2352941176470588,0.4284036988589398,-0.4705882352941176,0.4284036988589398,-0.4444444444444444,2851,61,2275,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,open
4111,117,58,73,0.1517436380772855,0.1639751552795031,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,CORRECTNESS,UMAC_UNCALLABLE_METHOD_OF_ANONYMOUS_CLASS,1,-0.4545454545454545,0.2352941176470588,0.4284036988589398,-0.4705882352941176,0.4284036988589398,-0.4444444444444444,4365,61,2275,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,open
4111,117,58,73,0.1668237511781338,0.1639751552795031,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,CORRECTNESS,UMAC_UNCALLABLE_METHOD_OF_ANONYMOUS_CLASS,1,-0.4545454545454545,0.2352941176470588,0.4284036988589398,-0.4705882352941176,0.4284036988589398,-0.4444444444444444,4365,61,2275,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,open
4111,117,58,73,0.177191328934967,0.1639751552795031,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,CORRECTNESS,UMAC_UNCALLABLE_METHOD_OF_ANONYMOUS_CLASS,1,-0.4545454545454545,0.2352941176470588,0.4284036988589398,-0.4705882352941176,0.4284036988589398,-0.4444444444444444,4364,61,2275,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,open
6171,505,18,73,0.8777120315581854,0.1012048192771084,0.7857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.5555555555555556,0.4284036988589398,0.3333333333333333,0.4284036988589398,-1.0,2438,61,573,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,open
6171,505,18,73,0.4497041420118343,0.1012048192771084,0.4594594594594595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,MT_CORRECTNESS,VO_VOLATILE_INCREMENT,1,-1.0,0.0,0.3313593294460641,-1.0,0.3313593294460641,-1.0,5279,61,573,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,open
5549,383,1,10,0.9393939393939394,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,3,0.0,0.45,0.7759481653230883,0.225,0.7759481653230883,-1.0,2066,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
8141,937,1,10,0.9473684210526316,1.0625,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,3,0.0,0.45,0.7759481653230883,0.225,0.7759481653230883,-1.0,4658,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
3892,69,11,6,0.6755852842809364,0.21875,0.5962732919254659,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,11,BAD_PRACTICE,NM_METHOD_NAMING_CONVENTION,3,1.0,0.75,0.3922751223959884,0.5,0.3922751223959884,1.0,1868,596,516,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,close
3892,69,11,6,0.5585284280936454,0.21875,0.6125,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,11,BAD_PRACTICE,NM_METHOD_NAMING_CONVENTION,3,1.0,0.75,0.3922751223959884,0.5,0.3922751223959884,1.0,1868,596,516,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,close
3892,69,11,6,0.4615384615384615,0.21875,0.6318681318681318,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,11,BAD_PRACTICE,NM_METHOD_NAMING_CONVENTION,3,1.0,0.75,0.3922751223959884,0.5,0.3922751223959884,1.0,1868,596,516,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,close
3892,69,8,6,0.4488188976377952,0.1875,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,MALICIOUS_CODE,MS_SHOULD_BE_FINAL,1,0.0,0.3478260869565217,0.31604098266049,-0.3043478260869565,0.31604098266049,-0.1428571428571428,1868,596,244,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,close
3892,69,8,6,0.4566929133858268,0.1875,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,MALICIOUS_CODE,MS_SHOULD_BE_FINAL,1,0.0,0.3478260869565217,0.31604098266049,-0.3043478260869565,0.31604098266049,-0.1428571428571428,409,596,244,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,close
3892,69,8,6,0.5826771653543307,0.1875,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,2,1.0,0.0549450549450549,0.7759481653230883,-0.8791208791208791,0.7759481653230883,-0.1428571428571428,1868,596,244,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,close
5068,291,15,6,0.7270013568521031,0.1118421052631579,0.1197831978319783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,I18N,DM_DEFAULT_ENCODING,1,1.0,0.5816326530612245,0.0034916668319417,0.2448979591836734,0.0034916668319417,1.0,1868,596,1747,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,close
5262,339,5,54,0.8414634146341463,0.2347826086956521,0.6190476190476191,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,I18N,DM_DEFAULT_ENCODING,1,1.0,0.5816326530612245,0.0034916668319417,0.2448979591836734,0.0034916668319417,1.0,2462,48,21,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,close
5262,339,5,54,0.5121951219512195,0.2347826086956521,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.6587677725118484,0.1851216715970729,0.4407582938388625,0.1851216715970729,1.0,2462,48,21,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,close
5945,462,3,54,0.4404761904761904,0.44,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,MALICIOUS_CODE,MS_SHOULD_BE_FINAL,1,0.0,0.3478260869565217,0.31604098266049,-0.3043478260869565,0.31604098266049,-1.0,2462,48,60,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,open
5945,462,7,54,0.7746478873239436,0.4057971014492754,0.2727272727272727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,MT_CORRECTNESS,WA_AWAIT_NOT_IN_LOOP,2,1.0,1.0,0.3313593294460641,1.0,0.3313593294460641,1.0,2462,48,212,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,close
5945,462,1,54,0.6299212598425197,0.2777777777777778,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.6587677725118484,0.1851216715970729,0.4407582938388625,0.1851216715970729,1.0,2462,48,73,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,close
5945,462,20,54,0.3402061855670103,0.4190871369294606,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.2352941176470588,0.31604098266049,-0.5294117647058824,0.31604098266049,0.3333333333333333,2462,48,285,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,open
5945,462,20,54,0.4742268041237113,0.4190871369294606,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,1.0,0.5555555555555556,0.4284036988589398,0.3333333333333333,0.4284036988589398,0.3333333333333333,2462,48,285,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,close
5945,462,20,54,0.7422680412371134,0.4190871369294606,0.4878048780487805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,3,1.0,0.4642857142857143,0.3922751223959884,-0.0357142857142857,0.3922751223959884,0.3333333333333333,2462,48,285,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,close
5945,462,5,54,0.7265625,0.2325581395348837,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,1.0,0.5555555555555556,0.4284036988589398,0.3333333333333333,0.4284036988589398,1.0,2462,48,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
5945,462,4,43,0.4380952380952381,0.3188405797101449,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,MALICIOUS_CODE,MS_SHOULD_BE_FINAL,1,0.0,0.3478260869565217,0.31604098266049,-0.3043478260869565,0.31604098266049,-0.5,1316,0,80,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,close
5945,462,4,43,0.419047619047619,0.3188405797101449,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,MALICIOUS_CODE,MS_SHOULD_BE_FINAL,1,0.0,0.3478260869565217,0.31604098266049,-0.3043478260869565,0.31604098266049,-0.5,2462,0,80,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,open
5945,462,4,43,0.4095238095238095,0.3188405797101449,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,MALICIOUS_CODE,MS_SHOULD_BE_FINAL,1,0.0,0.3478260869565217,0.31604098266049,-0.3043478260869565,0.31604098266049,-0.5,2462,0,80,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,open
5945,462,4,43,0.4,0.3188405797101449,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,MALICIOUS_CODE,MS_SHOULD_BE_FINAL,1,0.0,0.3478260869565217,0.31604098266049,-0.3043478260869565,0.31604098266049,-0.5,2462,0,80,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,open
8190,946,7,7,0.4345238095238095,0.3243243243243243,0.8823529411764706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,MT_CORRECTNESS,SC_START_IN_CTOR,2,1.0,0.75,0.3313593294460641,0.75,0.3313593294460641,1.0,8494,0,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,close
10860,1350,6,17,0.3664596273291925,0.2,0.3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,1.0,0.3636363636363636,0.7759481653230883,-0.0909090909090909,0.7759481653230883,-0.6,7377,15,82,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,close
10860,1350,6,17,0.5714285714285714,0.2,0.4285714285714285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.3636363636363636,0.7759481653230883,-0.0909090909090909,0.7759481653230883,-0.6,7377,15,82,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,open
10860,1350,6,17,0.5093167701863354,0.2,0.4285714285714285,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,19,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.3636363636363636,0.7759481653230883,-0.0909090909090909,0.7759481653230883,-0.6,4836,15,82,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,open
10860,1350,6,17,0.4472049689440994,0.2,0.4285714285714285,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.3636363636363636,0.7759481653230883,-0.0909090909090909,0.7759481653230883,-0.6,7377,15,82,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,open
10860,1350,6,17,0.8757763975155279,0.2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.3404255319148936,0.7759481653230883,-0.2765957446808511,0.7759481653230883,-0.6,5568,15,82,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,open
5877,446,5,38,0.5573770491803278,0.5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,BAD_PRACTICE,NP_BOOLEAN_RETURN_NULL,2,-1.0,0.0,0.3922751223959884,-1.0,0.3922751223959884,-1.0,2408,12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
5891,449,1,38,0.6949152542372882,0.7333333333333333,0.2352941176470588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.5816326530612245,0.0034916668319417,0.2448979591836734,0.0034916668319417,-1.0,2394,12,51,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
5891,449,1,38,0.8135593220338984,0.7333333333333333,0.5294117647058824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,PERFORMANCE,DM_FP_NUMBER_CTOR,3,-1.0,0.0,0.1851216715970729,-1.0,0.1851216715970729,-1.0,2394,12,51,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
5891,449,1,38,0.8305084745762712,0.7333333333333333,0.5882352941176471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,PERFORMANCE,DM_FP_NUMBER_CTOR,3,-1.0,0.0,0.1851216715970729,-1.0,0.1851216715970729,-1.0,2394,12,51,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
4197,132,1,38,0.8831168831168831,0.3333333333333333,0.4166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.2481203007518796,0.7759481653230883,-0.5037593984962406,0.7759481653230883,-1.0,714,12,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
5891,449,2,38,0.7548387096774194,0.2956521739130435,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,STYLE,DB_DUPLICATE_SWITCH_CLAUSES,3,-1.0,0.0,0.7759481653230883,-1.0,0.7759481653230883,-1.0,2408,12,143,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,open
4440,175,13,187,0.8976744186046511,0.1656626506024096,0.6470588235294118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.4528301886792453,0.7759481653230883,-0.0566037735849056,0.7759481653230883,-0.7142857142857143,2462,402,255,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,open
4440,175,13,187,0.8860465116279069,0.1656626506024096,0.4117647058823529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.4528301886792453,0.7759481653230883,-0.0566037735849056,0.7759481653230883,-0.7142857142857143,2462,402,255,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,open
4440,175,13,187,0.6488372093023256,0.1656626506024096,0.7105263157894737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.5555555555555556,0.4284036988589398,0.3333333333333333,0.4284036988589398,-0.7142857142857143,1316,402,255,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,open
4440,175,13,187,0.5790697674418605,0.1656626506024096,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,60,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.6587677725118484,0.1851216715970729,0.4407582938388625,0.1851216715970729,-0.7142857142857143,2975,402,255,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,open
4440,175,13,187,0.7813953488372093,0.1656626506024096,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,60,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.6587677725118484,0.1851216715970729,0.4407582938388625,0.1851216715970729,-0.7142857142857143,2975,402,255,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,open
4440,175,13,187,0.8116279069767441,0.1656626506024096,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,CORRECTNESS,UMAC_UNCALLABLE_METHOD_OF_ANONYMOUS_CLASS,2,-1.0,0.2352941176470588,0.4284036988589398,-0.4705882352941176,0.4284036988589398,-0.7142857142857143,2975,402,255,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,open
4440,175,13,187,0.2395348837209302,0.1656626506024096,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.1538461538461538,0.1851216715970729,-0.6666666666666666,0.1851216715970729,-0.7142857142857143,2975,402,255,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,close
4033,102,13,187,0.9574468085106383,0.1448598130841121,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,60,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.6587677725118484,0.1851216715970729,0.4407582938388625,0.1851216715970729,1.0,7528,402,136,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,close
